,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
754,16601870,"parent is not getting set, using updaterequest in javaapi","i found a similar bug https://github.com/elasticsearch/elasticsearch/issues/3444, but it is not fixed in javaapi with requesting using updatereuest.
to resolve this, ""updaterequest.java"" should have property ""parent"" & it should be used while generating upsertrequest. (i am using version 0.90.5)
test with the following code : 

curl -xpost 'http://localhost:9200/123'
curl -xpost 'http://localhost:9200/123/tablewithparent/_mapping' -d '
{""tablewithparent"" : {""_parent"" : { ""type"" : ""table1"" }}}'
inserting data using javaapi:

public static void main(string[] args) {
client client = nodebuilder.nodebuilder().node().client();
map<string, object> data = new hashmap<string, object>();
data.put(""column1"", ""colval1"");
updaterequest updaterequest = new updaterequest();
updaterequest.index(""123"");
updaterequest.docasupsert(true);
updaterequest.routing(""123"");
updaterequest.parent(""parentid"");
updaterequest.type(""tablewithparent"");
updaterequest.doc(data);
client.update(updaterequest);
}

below query, should return parent object:

thanks

",0,0,0,2,9,91,35.81,0,11,16,39,44138,1,`` updaterequest tablewithparent javaapi 123 -xpost 'http data object parent,`` updaterequest tablewithparent javaapi 123 -xpost 'http data object parent string curl client void upsertrequest updatereuest updaterequest.type updaterequest.routing updaterequest.parent updaterequest.java
755,21798096,react inlining: children (if present) should overwrite props.children,"
but the children should actually be 'bar'. i think this can be fixed just by processing the children here after the props:

https://github.com/babel/babel/blob/5a5e72f0bdea731d96a703914f5a29d5777f1fff/packages/babel/src/transformation/transformers/optimisation/react.inline-elements.js#l66

see reactelement.js for reference:

https://github.com/facebook/react/blob/e147c4942b6b0c5df426cadd1c7e88f3d2956233/src/isomorphic/classic/element/reactelement.js#l144-l155

",0,1,0,0,8,28,65.18,0,3,20,8,34462,0,child reactelement.js l66 l144-l155 //github.com/facebook/react/blob/e147c4942b6b0c5df426cadd1c7e88f3d2956233/src/isomorphic/classic/element/reactelement.js //github.com/babel/babel/blob/5a5e72f0bdea731d96a703914f5a29d5777f1fff/packages/babel/src/transformation/transformers/optimisation/react.inline-elements.js 'bar prop process reference,child reactelement.js l66 l144-l155 //github.com/facebook/react/blob/e147c4942b6b0c5df426cadd1c7e88f3d2956233/src/isomorphic/classic/element/reactelement.js //github.com/babel/babel/blob/5a5e72f0bdea731d96a703914f5a29d5777f1fff/packages/babel/src/transformation/transformers/optimisation/react.inline-elements.js 'bar prop process reference http
756,43305855,.*ignore rules in subdirectories erroneously apply to parent directories,"
do you want to request a *feature* or report a *bug*?
bug

what is the current behavior?

!/usr/bin/env bash
git init ; yarn init -y
mkdir dir
tell git, npm, and yarn to ignore /dir/foo
echo ""foo"" > dir/.gitignore
git add dir/.gitignore ; git commit -m ""initial commit""

should ignore this file
touch dir/foo 
should *not* ignore this file
touch foo

create npm and yarn packages to that we can see what gets ignored
npm pack
yarn pack --filename yarn-pack.tgz

echo git
git sees ""foo"" and ignores ""dir/foo""
git status

echo npm
npm does the same
tar -tf *-1.0.0.tgz

echo yarn
notice that yarn ignored both ""foo"" and ""dir/foo""
tar -tf yarn-pack.tgz
",0,1,2,0,9,109,11.05,0,7,32,1,36831,1,git yarn ignore echo `` npm dir/foo foo yarn-pack.tgz tar,git yarn ignore echo `` npm dir/foo foo yarn-pack.tgz tar pack dir/.gitignore -tf touch init commit /usr/bin/env /dir/foo *not* *-1.0.0.tgz
757,7886329,todo after issues migration,"

so, issue numbers are shifted (same for milestones, but this is less important).
 [ ] fix labels (@asmeurer, can you do this?) and, probably, milestone names
 [x] shift issue numbering in the source code.
some examples:
 references like `issue 1234`
 or `issue #1234`
 or even `#1234` (?)
 `@deprecated(..., issue=1234, ...)`
 test functions like `def test_issues_1234()` or `def test_1234()`.  but remember, we have github's issues too, so there is `def test_gh_issue_2877()`, for example...
 [x] remove old labels (like code-in), <del>and just add a comment here listing the issues that had them, in case we do code-in again. </del> you only need to do that for the code-in labels that have open issues. just delete the username labels. 
 ??

please post in the comments if you want to mention some problem with imported issues.

ps: probably, right now we can merge https://github.com/sympy/sympy.github.com/pull/70 and close issue #2824.

",2,0,0,0,4,139,12.84,258,9,12,10,6199,0,label issue code-in 1234 def milestone shift comment test_issues_1234 test_gh_issue_2877,label issue code-in 1234 def milestone shift comment test_issues_1234 test_gh_issue_2877 test_1234 names issue=1234 asmeurer 2824 /del //github.com/sympy/sympy.github.com/pull/70 del imported remember
758,61123985,[tracking issue] converting tests to use countdown,"one possible set of tasks that i can suggest for new contributors who are bit more confident in their node.js skills, would be converting tests to use the new `../common/countdown` utility module.

for instance, if you take a look at: https://github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js, you'll see that there is a remaining counter (https://github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js#l19). the test then counts down remaining before closing the server. there are quite a large number of tests in our suite that perform similar actions in ways that are rather inconsistent. the ../common/countdown utility was designed to bring some consistency there.

the way the countdown utility works is straightforward:


i know that there are quite a few of the http2 tests that can benefit from this, along with a bunch of other http and https tests.

these tasks would be for folks who are a bit more comfortable with their node.js skills.

there are *many* tests in the suite that could be modified to use this new utility. however, rather than modifying them all at once, if a new contributor wishes to take this on, please one change one or two at a time, leaving other tests for other contributors to pick up on. just reference this tracking issue in the commit/pr so that we can keep track.
",0,1,0,0,7,208,13.59,105,1,6,20,64262,0,utility test contributor skill //github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js ../common/countdown suite remain modify track,utility test contributor skill //github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js ../common/countdown suite remain modify track node.js task bit http l19 countdown confident commit/pr comfortable benefit
759,57992126,"ssh_process.elf can return incorrect elf, when ssh_process.executable is included in the ssh cache path","when getting the target process' elf using the `ssh_process.elf` property, a wrong elf is returned, when the path of the target binary on the remote system is included in the path of the local cache:

example:
{'/somepath/target/target1/somehost.org/lib32/libc.so.6': 4158791680, 
'/somepath/target/target1/somehost.org/target/target1': 0, 
'/somepath/target/target1/somehost.org/lib/ld-linux.so.2': 4160602112}
lib.endswith(self.executable)
",0,2,0,0,14,43,30.94,26,1,2,1,5613,0,elf target path ssh_process.elf self.executable lib.endswith 4160602112 4158791680 '/somepath/target/target1/somehost.org/target/target1 '/somepath/target/target1/somehost.org/lib32/libc.so.6,elf target path ssh_process.elf self.executable lib.endswith 4160602112 4158791680 '/somepath/target/target1/somehost.org/target/target1 '/somepath/target/target1/somehost.org/lib32/libc.so.6 '/somepath/target/target1/somehost.org/lib/ld-linux.so.2 remote cache binary local process wrong system property return
760,34364690,implement aflqj to list function offsets in json,"
",0,0,0,0,8,0,-15.81,1,3,24,12,10992,0,,
761,36394123,document uv_handle_t.type,"it's missing from the documentation: http://docs.libuv.org/en/v1.x/handle.html?highlight=uv_handle_t#public-members

",0,0,0,0,2,6,70.05,34,1,32,0,13456,1,public-members highlight=uv_handle_t //docs.libuv.org/en/v1.x/handle.html documentation http,public-members highlight=uv_handle_t //docs.libuv.org/en/v1.x/handle.html documentation http
762,56530156,ob output is not correct and confusing,"
several wrong things here:

* 2 lines of output for a single binobj?
* boffset should not be 0
* be consistent with the output of 'o' and such
",0,1,0,0,7,26,8.01,3,2,11,0,10992,0,boffset binobj output consistent single wrong,boffset binobj output consistent single wrong
763,38659180,document that the corner-specific border radius props are unavailable for ios's image component,"the corner-specific border radius props are ignored by ios's `image` component:
 `bordertopleftradius`
 `bordertoprightradius`
 `borderbottomleftradius`
 `borderbottomrightradius`

this fact should be documented.

",0,0,0,0,13,20,35.5,2,1,9,0,80973,1,corner-specific bordertoprightradius bordertopleftradius borderbottomrightradius borderbottomleftradius radius border prop io image,corner-specific bordertoprightradius bordertopleftradius borderbottomrightradius borderbottomleftradius radius border prop io image ignore component document
764,46427525,"connection info click area is on the urlbaricon, should be on urlbariconcontainer","test plan
navigate to wikipedia.org
put mouse in url bar and try clicking around the lock icon
`secure connection` modal should come up (even near the edges)
verify you can still drag and drop the lock icon to bookmarks toolbar
navigate to github.com
put mouse in url bar and try clicking around the lock icon
verify secure modal is shown when clicking everything left of where you type (ex: the ev info bar and the lock icon, including the edges)
visit https://www.wsj.com/europe
page should be mixed (http/https); the unlock icon should be gray

original issue description
 did you search for similar issues before submitting this one?
yes

 describe the issue you encountered:
the click area is pretty small limited only to the urlbaricon, even a little off causes the click to be not captured. the click should be on the urlbariconcontainer which increases the hit area 

 platform (win7, 8, 10? macos? linux distro?):
all

 brave version (revision sha):
brave0.14.0
revffa6f8f

 steps to reproduce:
open any http/https site
click on the padlock icon the connection info is shown 
move cursor sightly off the padlock but visually the pointer still looks on the padlock, click not recognized and connection info is not shown 

all other browser has the large click area to show the connection info window/modal

 actual result:
connection info click area is on the urlbaricon, should be on urlbariconcontainer

 expected result:
connection info not shown if the click is off by a marginal amount

 will the steps above reproduce in a fresh profile? if not what other info can be added?
yes

 is this an issue in the currently released version?
yes

 can this issue be consistently reproduced?
yes

 extra qa steps:
1.
2.
3.

 screenshot if needed:
what it is now
what it should be 

 any related issues: #6704
cc: @bradleyrichter @bsclifton 
",2,0,0,0,12,300,12.43,209,4,16,14,8206,0,click connection info icon lock padlock issue urlbariconcontainer urlbaricon secure,click connection info icon lock padlock issue urlbariconcontainer urlbaricon secure bar http/https edge modal navigate mouse verify step reproduce url
765,64563974,esil: ldur is not working,"_str_ and _ldr_ are working:

but in this combination only _stur_ works:

_stur_ stores the value correctly, but _ldur_ won't touch x1, so x1 keeps it's value. i also checked that x0 != x1.


_______

> radare2 2.3.0-git 17047 @ darwin-x86-64 git.2.2.0-236-gbec01d21a
> commit: bec01d21ac735ca1b25842a27e3c2389d310871a build: 2018-01-15__01:01:25

",1,2,0,0,5,42,18.51,0,1,6,2,10992,0,x1 _stur_ x0 git.2.2.0-236-gbec01d21a darwin-x86-64 bec01d21ac735ca1b25842a27e3c2389d310871a _str_ _ldur_ _ldr_ _______,x1 _stur_ x0 git.2.2.0-236-gbec01d21a darwin-x86-64 bec01d21ac735ca1b25842a27e3c2389d310871a _str_ _ldur_ _ldr_ _______ 2018-01-15__01:01:25 2.3.0-git 17047 touch combination wo store commit correctly radare2
766,63779529,fasttext memory usage greatly exceeds value returned by `estimate_memory`,"description
when using `gensim.models.fasttext.fasttext`, the actual memory usage is much higher (>2x) than predicted by `fasttext.estimate_memory`.
my usage scenario is to generate 300-dimensional word embeddings using skipgram training with window size 8. my corpus has ~55,000,000 documents with ~4,144,457 word types across ~20,000,000,000 tokens. the machine has 16gb of available memory, 15gb of which are available for the gensim process, as well as 16gb of swap space.

the estimated memory usage is ~11.2gb (see below), which is identical to the size estimated for the word2vec model with the same parameters. training with word2vec works flawlessly and uses almost exactly as much memory as estimated.

it seems that `fasttext` does not implement its own `estimate_memory` method, but inherits it from the `word2vec` class, yielding unreliable values as can be seen below.  the critical section where the most memory is used seems to be this part in `fasttext.init_ngrams`:


steps/code/corpus to reproduce


expected results
should finish training without running out of memory.

actual results
runs out of memory.

versions


",0,3,0,0,9,166,15.68,,14,4829,1362,9830,1,"memory usage estimate 16gb word2vec training word size ~55,000,000 ~4,144,457","memory usage estimate 16gb word2vec training word size ~55,000,000 ~4,144,457 ~20,000,000,000 ~11.2gb unreliable swap skipgram predict gensim.models.fasttext.fasttext flawlessly fasttext.init_ngrams fasttext.estimate_memory"
767,38980084,weird/extra characters are passed to a filter in index_format,"i've got this index_format:

`<<^n^]-^n^[>> ^n^\to john friend    ^n^[ _ ^n^^re: subject...^n^[`

it seems that every `%format string` is being encompassed by  those ^n,^] etc.

<^n>  14,  hex 0e,  octal 016
<^]>  29,  hex 1d,  octal 035 
<^[>  27,  hex 1b,  octal 033
<^^>  30,  hex 1e,  octal 036
",0,1,0,0,9,46,5.94,211,1,4,0,1505,0,octal hex ^n^ ^n index_format encompass ^n^^re ^n^\to ^^ 29,octal hex ^n^ ^n index_format encompass ^n^^re ^n^\to ^^ 29 1e 1d 0e 036 035 033 016 -^n^ john friend
768,26366129,[3ds] not waking up (crash?) after reopening lid,"if you close your 3ds and open it again, the screen stays black. seems to be a common problem in 3ds homebrew though...

",0,0,0,0,8,23,5.26,798,3,72,22,1730,0,3d black homebrew stay common screen close,3d black homebrew stay common screen close
769,3256816,example image on front page,"should be clickable and point to the example page (that's less work than a carousel, so we should do this rather than waiting for the carousel).

@nellev ;) ? 

",0,0,0,0,5,27,9.64,,1,5,1,37020,1,carousel nellev clickable wait,carousel nellev clickable wait
770,33244252,afbj is useless,"we shold show more information about each basic block, not just the address where it starts

",0,0,0,0,3,16,10.32,2,1,24,1,10992,0,shold basic block address start,shold basic block address start
771,28383043,remove clusterstatehealth's validationfailures,"
as discussed in #4531 , these entry can be removed and replaced with assertion code in the routing table it self. i have never any production validation failure - we unit test them well and errors are exposed before release.  

",1,0,0,0,3,38,10.68,0,15,82,417,44138,1,4531 routing assertion validation production failure unit expose entry table,4531 routing assertion validation production failure unit expose entry table replace release remove test error code
772,61123985,[tracking issue] converting tests to use countdown,"one possible set of tasks that i can suggest for new contributors who are bit more confident in their node.js skills, would be converting tests to use the new `../common/countdown` utility module.

for instance, if you take a look at: https://github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js, you'll see that there is a remaining counter (https://github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js#l19). the test then counts down remaining before closing the server. there are quite a large number of tests in our suite that perform similar actions in ways that are rather inconsistent. the ../common/countdown utility was designed to bring some consistency there.

the way the countdown utility works is straightforward:


i know that there are quite a few of the http2 tests that can benefit from this, along with a bunch of other http and https tests.

these tasks would be for folks who are a bit more comfortable with their node.js skills.

there are *many* tests in the suite that could be modified to use this new utility. however, rather than modifying them all at once, if a new contributor wishes to take this on, please one change one or two at a time, leaving other tests for other contributors to pick up on. just reference this tracking issue in the commit/pr so that we can keep track.
",0,1,0,0,7,208,13.59,105,1,6,19,64262,0,utility test contributor skill //github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js ../common/countdown suite remain modify track,utility test contributor skill //github.com/nodejs/node/blob/master/test/parallel/test-http2-client-destroy.js ../common/countdown suite remain modify track node.js task bit http l19 countdown confident commit/pr comfortable benefit
773,36338472,tk doesn't work with grep ~,"tk doesn't work with grep ~

",0,0,0,0,5,5,3.8,51,1,13,11,10992,0,tk grep,tk grep
774,63953254,uv_cpu_info for freebsd,"nodejs's os.cpus() fails at some places, because some call is not implemented here.

nodejs issue with dev comments: https://github.com/nodejs/node/issues/17995#issuecomment-355492434

some freebsd specific hints:

the number of cpus can be found in sysctl hw.ncpu. the topology can be found in kern.sched.topology_spec:



please let me know if it's actually libuv, or i should open a ticket somewhere else.

",1,1,0,0,3,56,17.41,22,1,14,7,13456,1,nodejs topology os.cpus kern.sched.topology_spec issuecomment-355492434 hw.ncpu freebsd //github.com/nodejs/node/issues/17995 sysctl hint,nodejs topology os.cpus kern.sched.topology_spec issuecomment-355492434 hw.ncpu freebsd //github.com/nodejs/node/issues/17995 sysctl hint libuv dev ticket cpu specific implement comment fail call issue
775,20145104,add commands to dump/restore dms snapshots from/to disk,"
",0,0,0,0,8,0,-15.81,0,3,65,0,10992,0,,
776,28575159,doc: event: 'unhandledrejection' code example not borked,"https://nodejs.org/api/process.html#process_event_unhandledrejection




",1,2,0,0,7,1,320,205,1,1,1,64262,1,process_event_unhandledrejection //nodejs.org/api/process.html http,process_event_unhandledrejection //nodejs.org/api/process.html http
777,5568586,"default @option of ',' turns into ', ' in generated documentation","when writing a documentation comment for an option which has a default value of `','`, it comes back in the generated html documentation as `', '` with an extra space before the quotation mark:



",1,1,0,0,8,31,11.73,19,2,12,0,1518,0,documentation quotation generated extra mark html space write comment option,documentation quotation generated extra mark html space write comment option default
778,35269232,consider serving `docs/` as rendered markdown html w/ a-frame's local dev server,"
so you don't have to stand up both the `aframe-site` repo _and_ this `aframe` repo.

a very nice-to-have (but, of course, low-priority) feature.

",1,0,0,0,12,23,10.51,301,2,5,0,10451,0,repo nice-to-have low-priority aframe-site _and_ aframe stand feature,repo nice-to-have low-priority aframe-site _and_ aframe stand feature
779,12400372,master: almost all tilelayer.wms options are added to wmsparams,"

",2,0,0,0,9,0,-15.81,0,3,27,31,25710,0,,
780,18634779,#name?,"any input to babel with incorrect syntax (non-top level import statement, for example) will cause babel to fail when called with `--watch`.

while i understand that this is (perhaps) the expected functionality in such a tool, it would be nice to have it be configurable in some way to continue watching even if the first build failed.

if you are unwilling, and understandably so, to add another option to the babel's cli for this feature, i would appreciate being pointed to the correct place in the code to ""correct"" it (if there is such a place), so that i could fix it myself on my particular installation.

thank you.

",0,0,0,0,13,109,10.24,3060,1,19,9,34462,0,babel watch correct fail unwilling understandably non-top configurable installation cli,babel watch correct fail unwilling understandably non-top configurable installation cli understand statement tool continue functionality syntax input import incorrect level
781,21164909,warmers delete _all exception,"if an index does not contain any warmers, the delete function does raise an exception.
this should fail with an info but not raise an exception right?!

curl 'http://localhost:9200/indexing/_warmers/_all' -x delete

{""error"":""remotetransportexception[[kamehameha][inet[/192.168.1.11:9300]][indices:admin/warmers/delete]]; nested: indexwarmermissingexception[index_warmer [[_all]] missing]; "",""status"":404}

",0,0,0,0,4,37,32.54,0,2,25,3,44138,1,`` raise delete exception warmer remotetransportexception kamehameha inet indexwarmermissingexception index_warmer,`` raise delete exception warmer remotetransportexception kamehameha inet indexwarmermissingexception index_warmer admin/warmers/delete _all :404 /192.168.1.11:9300 //localhost:9200/indexing/_warmers/_all -x 'http nest curl status
782,50657347,outdated urls to threejs in website and md files.,"description:
_i messed up and created a pr instead of an issue._

anyways, here's the thing: there are a couple of urls that point to the docs in the threejs website that seem to be outdated. 

in here:
https://github.com/aframevr/aframe/blob/master/docs/components/material.md
https://aframe.io/docs/0.5.0/components/material.html#standard

urls have this form:
https://threejs.org/docs/#reference/materials/shadermaterial

threejs has this urls:
https://threejs.org/docs/#api/materials/shadermaterial

apparently threejs has renamed the #reference for #api.

thanks!
",0,0,0,0,9,59,29.2,220,1,3,3,10451,1,threejs //threejs.org/docs/ urls reference/materials/shadermaterial issue._ api/materials/shadermaterial //github.com/aframevr/aframe/blob/master/docs/components/material.md //aframe.io/docs/0.5.0/components/material.html _i http,threejs //threejs.org/docs/ urls reference/materials/shadermaterial issue._ api/materials/shadermaterial //github.com/aframevr/aframe/blob/master/docs/components/material.md //aframe.io/docs/0.5.0/components/material.html _i http outdated mess website standard form couple rename pr api reference
783,41210194,add support for backticked commands with rarun2,"pancake asked me to suggest this. at the moment to pass a command as an arg with rr2 the syntax is as follow:

",0,1,0,0,7,23,3.46,5,1,12,0,10992,0,rr2 pancake arg moment syntax follow pass command,rr2 pancake arg moment syntax follow pass command
784,17800550,fielddata_fields query string parameter ignored,"



specifying it as part of the request body works as expected:



",1,5,0,0,5,11,11.58,0,2,20,0,44138,0,body request expect,body request expect
785,34307250,error while summarizing text,"hi,

i've received the following error when trying to summarize the body of this news article:

https://www.theguardian.com/media/2016/jun/19/sun-times-brexit-in-out-shake-it-all-about

the error follows:

file ""/home/apps/comment_parser/venv/local/lib/python2.7/site-packages/gensim/summarization/summarizer.py"", line 202, in summarize
most_important_docs = summarize_corpus(corpus, ratio=ratio if word_count is none else 1)
file ""/home/apps/comment_parser/venv/local/lib/python2.7/site-packages/gensim/summarization/summarizer.py"", line 161, in summarize_corpus
pagerank_scores = _pagerank(graph)
file ""/home/apps/comment_parser/venv/local/lib/python2.7/site-packages/gensim/summarization/pagerank_weighted.py"", line 24, in pagerank_weighted
vals, vecs = eigs(pagerank_matrix.t, k=1)  # todo raise an error if matrix has complex eigenvectors?
file ""/usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py"", line 1271, in eigs
ncv, v0, maxiter, which, tol)
file ""/usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py"", line 685, in __init__
raise valueerror(""k must be less than ndim(a)-1, k=%d"" % k)
valueerror: k must be less than ndim(a)-1, k=1

regards,

",0,0,0,0,4,97,40.27,0,4,30,1,9830,1,`` file valueerror summarize_corpus ndim k=1 eigs /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py /home/apps/comment_parser/venv/local/lib/python2.7/site-packages/gensim/summarization/summarizer.py summarize,`` file valueerror summarize_corpus ndim k=1 eigs /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py /home/apps/comment_parser/venv/local/lib/python2.7/site-packages/gensim/summarization/summarizer.py summarize -1 raise follow error word_count vecs vals v0 tol ratio=ratio
786,11998776,new rule: blank lines around comments [$15],"this rule should enforce or disallow a blank line before and after comments that appear on their own line. for example, if enforcing a line after a comment, the following would happen:


this would be an error:


this would not be an error because the comment isn't on its own line:


the rule id should be `lines-around-comment` with options to indicate where blank lines should be enforced. for example:

<bountysource-plugin>

</bountysource-plugin>

",1,4,0,0,7,71,13.18,0,5,448,0,14910,1,enforce blank comment rule lines-around-comment disallow error bountysource-plugin /bountysource-plugin follow,enforce blank comment rule lines-around-comment disallow error bountysource-plugin /bountysource-plugin follow happen option
787,2251072,warn if jail name is a bit longish,"might be a problem for iptables


at least 0.9 will provide meaningful error message in the log ;-)

",0,1,0,0,8,17,10.03,,3,16,1,4295,1,iptables 0.9 meaningful log provide message error,iptables 0.9 meaningful log provide message error
788,34429208,error message for empty domain name is incorrect,"the error message fails to address the case where domain name is an empty string. see below.

$ docker run --rm -it --entrypoint bash quay.io/letsencrypt/letsencrypt:latest
root@4b80271cdd6c:/opt/certbot# certbot certonly \
>     --webroot \
>     --non-interactive \
>     --agree-tos \
>     --email test@test.com \
>     --webroot-path /var/lib/letsencrypt \
>     --domain www.example.com,,test1.example.com \
>     --no-verify-ssl \
>     --debug \
>    --test-cert
requested domain  is not a fqdn because label  is too long.
",1,1,0,0,8,50,25.59,538,1,2,2,25621,0,domain www.example.com webroot-path webroot test1.example.com test.com test-cert requested quay.io/letsencrypt/letsencrypt non-interactive,domain www.example.com webroot-path webroot test1.example.com test.com test-cert requested quay.io/letsencrypt/letsencrypt non-interactive no-verify-ssl fqdn certonly agree-tos 4b80271cdd6c /var/lib/letsencrypt /opt/certbot -it rm entrypoint
789,54046619,fix python warnings (occur during testing),"need to fix warnings from interpreter (during test run).
it's easy to see all:
`python -wd -b` for python3

",0,1,0,0,6,19,6.29,0,4,11,9,9830,1,python3 -wd -b interpreter python easy warning test,python3 -wd -b interpreter python easy warning test
790,55002487,"mod(x**2, x) is not (always) 0","when the base is not an integer, `x**2 % x` is not 0. the base is not tested to be an integer in mod's eval logic:


so

but
",0,3,0,0,6,27,1.67,209,1,2,1,6199,1,integer base x**2 mod eval 0. logic test,integer base x**2 mod eval 0. logic test
791,42744801,test_latex fails with indexerror: list index out of range,"when running the test suite, test_latex fails with the following error message.

`    assert latex(permutation()) == r""\left( \right)""`
`   return latexprinter(settings).doprint(expr)`
`   tex = printer.doprint(self, expr)`
`return self._str(self._print(expr))`
`    return getattr(self, printmethod)(expr, *args, **kwargs)`
`    if expr.array_form[-1] == siz - 1:`
",0,6,0,0,9,32,29.54,10,1,1,1,6199,1,expr == return test_latex siz self._str self._print printmethod printer.doprint permutation,expr == return test_latex siz self._str self._print printmethod printer.doprint permutation latexprinter getattr expr.array_form \right \left .doprint **kwargs *args tex latex
792,69337060,"phpcpd ""names_exclude"" option doesn't work","
my configuration

i skip the ""steps to reproduce"" and the ""expected results"", because this bug can be seen with the naked eye.

i'm talking about the format of the `names_exclude` (`names-exclude`) option passed to the phpcpd.

https://github.com/phpro/grumphp/blob/b5d547def4ea08bd8aa0e43f1130c5936ace621b/src/task/phpcpd.php#l77

as we can see, we're trying to pass this option using `addargumentarray` method, which means that it will be formatted as
",0,1,1,1,5,58,20.38,17,2,47,1,2969,0,format `` pass phpcpd names_exclude names-exclude naked eye addargumentarray //github.com/phpro/grumphp/blob/b5d547def4ea08bd8aa0e43f1130c5936ace621b/src/task/phpcpd.php,format `` pass phpcpd names_exclude names-exclude naked eye addargumentarray //github.com/phpro/grumphp/blob/b5d547def4ea08bd8aa0e43f1130c5936ace621b/src/task/phpcpd.php option talk l77 skip configuration expected method bug step result
793,34675060,add function renaming in graph mode,"just like `r` in disassembly mode but in the visual graph.

",0,0,0,0,6,11,6.3,47,2,33,11,10992,0,disassembly visual graph mode,disassembly visual graph mode
794,52555337,warning: ini_set()/ini_get() has been disabled for security reasons,"ini_set() has been disabled for security reasons

not sure @ is good enough to catch this (see #13468).



",2,0,0,1,8,17,10.73,0,2,14,0,4445,0,ini_set 13468 security catch disable reason,ini_set 13468 security catch disable reason
795,32189709,"doc describes http ""abort"" event, but not ""aborted"""," **version**: 6.2.0
 **platform**: linux 3.16.0-4-amd64 # 1 smp debian 3.16.7-ckt25-2 (2016-04-08) x86_64 gnu/linux
 **subsystem**: http


tl;dr: http doc mentions `'abort'` event, but not `'aborted'`. the api emits both. doc fix?





",4,0,1,0,8,29,14.32,,1,14,0,64262,1,doc 3.16.7-ckt25-2 3.16.0-4-amd64 2016-04-08 'aborted 'abort tl dr 6.2.0 debian,doc 3.16.7-ckt25-2 3.16.0-4-amd64 2016-04-08 'aborted 'abort tl dr 6.2.0 debian smp gnu/linux emit x86_64 **subsystem** **platform** **version** mention api event
796,53913780,phpoffice\phpspreadsheet\reader\html::load not working for html files smaller than 2048 bytes.,"this is:

 [x] a bug report
 [ ] a feature request
 [ ] **not** a usage question (ask them on https://stackoverflow.com/questions/tagged/phpspreadsheet or https://gitter.im/phpoffice/phpspreadsheet)

what is the expected behavior?

the bug refers  to the phpoffice\phpspreadsheet\reader\html::canread($filename). 
to return true if a valid html file(path) is served.

what is the current behavior?

if the filesize is smaller than 2048 the value of the self::test_sample_size the function
will always return false since inside the  html::readending() nothing is read by the
fread($this->filehandle, $blocksize).

i suspect this is caused by the  fact that html::readbegining() is reading after eof and
fseek($this->filehandle, $size - $blocksize); does not have the expected behaviour.

because of this issue i'm unable to load any html file that has a size smaller than 2048.

what are the steps to reproduce?


",1,0,0,0,10,122,18.12,0,3,39,2,6906,1,html filehandle blocksize this- size read 2048. test_sample_size serve readending,html filehandle blocksize this- size read 2048. test_sample_size serve readending readbegining phpoffice\phpspreadsheet\reader\html fseek fread filesize canread 2048 //stackoverflow.com/questions/tagged/phpspreadsheet //gitter.im/phpoffice/phpspreadsheet **not**
797,32643399,false positive in waitnamedpipew with nmpwait_use_default_wait.,"very similar to https://github.com/dynamorio/drmemory/issues/1827.

drmemory reports uninitialized read when calling waitnamedpipew with nmpwait_use_default_wait:


sample code:


",0,2,0,0,6,15,41.69,0,2,17,3,1287,1,waitnamedpipew uninitialized nmpwait_use_default_wait drmemory //github.com/dynamorio/drmemory/issues/1827 sample https report read call,waitnamedpipew uninitialized nmpwait_use_default_wait drmemory //github.com/dynamorio/drmemory/issues/1827 sample https report read call code
798,38716432,manage noreturn types should be under `t` instead of `an`,"
",0,0,0,0,10,0,-15.81,5,4,94,61,10992,0,,
799,11944471,latex of directional limits is missing the direction,"for example,


yields


but should be


perhaps this is somewhat related to #8165.

",0,3,0,0,8,13,13.96,248,5,55,24,6199,0,8165 yield,8165 yield
800,54878258,default value field contains whitespace," create a new table
 set the _default_ column to _as defined:_
 select everything in the textarea; as you can see it contains whitespace

<textarea name=""field_default_value[0]""
cols=""15""
class=""textfield
default_value"">
</textarea>
<textarea name=""field_default_value[0]""
cols=""15""
class=""textfield
default_value"">
0    </textarea>
",0,2,0,0,5,36,25.19,0,1,1,3,4445,1,`` textarea textfield field_default_value default_value cols= /textarea name= class= 15,`` textarea textfield field_default_value default_value cols= /textarea name= class= 15 _as whitespace _default_ column table select define create set
801,37390680,"remove ""no handlers could be found for logger ""gensim.models.word2vec"" message during import","instead print the actual message that word2vec is trying to print

",0,0,0,0,12,11,11.58,34,1,8,3,9830,1,print word2vec message actual,print word2vec message actual
